timestamp,product_name,price,price_numeric,discount,bought_30_days,rating,num_ratings
2025-03-25 21:26:55,"Lenovo V-Series V15 Business Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U, 40GB RAM, 1TB SSD, Numeric Keypad, HDMI, RJ45, Webcam, Wi-Fi, Windows 11 Pro, Black",$ 570.570,570.57,No discount,4.2 out of 5,169,2025-03-25 21:26:54.307552
